TF FE (deg),TF VV (deg),TF IE (deg),TF ML (mm),TF AP (mm),TF SI (mm),PF FE (deg),PF VV (deg),PF IE (deg),PF ML (mm),PF AP (mm),PF SI (mm),Quadriceps Force (N),,,,,,,,,,,,,
104.25,-4.83,-1.474,-4.217,-6.051,-39.265,66.578,1.388,-4.44,3.959,2.14,-6.111,126.92
104.86,-4.778,-1.436,-4.021,-5.871,-39.118,66.986,1.536,-4.164,3.995,1.779,-5.966,124.47
105.37,-4.757,-1.53,-4.155,-5.481,-39.448,67.24,1.604,-4.696,3.902,2.459,-6.272,121.07
105.55,-4.686,-1.521,-4.218,-5.491,-39.403,67.377,1.662,-4.521,3.893,2.189,-6.272,119.84
105.66,-4.674,-1.515,-4.178,-5.445,-39.384,67.473,1.654,-4.366,3.856,1.958,-6.305,120
105.74,-4.688,-1.548,-4.242,-5.362,-39.449,67.503,1.711,-4.348,3.765,1.901,-6.278,121.16
105.78,-4.689,-1.562,-4.215,-5.331,-39.462,67.539,1.686,-4.361,3.766,1.907,-6.338,121.55
105.8,-4.695,-1.563,-4.181,-5.331,-39.47,67.532,1.726,-4.413,3.798,1.988,-6.293,122.46
105.8,-4.751,-1.563,-4.133,-5.322,-39.519,67.522,1.648,-4.558,3.802,2.205,-6.407,125.55
105.75,-4.745,-1.571,-4.031,-5.34,-39.464,67.5,1.504,-4.685,3.882,2.416,-6.606,126.08
105.42,-4.676,-1.444,-3.849,-5.667,-39.201,67.312,1.787,-4.18,4.006,1.722,-6.054,137.03
104.91,-4.724,-1.403,-3.98,-5.979,-39.177,67.004,1.543,-4.425,4.028,2.062,-6.276,151.9
104.13,-4.845,-1.391,-4.013,-6.322,-39.169,66.442,1.632,-4.379,4.102,2.022,-5.915,167.76
102.96,-4.978,-1.206,-3.886,-7.041,-39.045,65.774,1.662,-4.392,4.265,2.149,-5.462,186.36
101.59,-5.058,-1.135,-3.816,-7.677,-38.852,64.793,1.697,-4.501,4.491,2.479,-4.948,204.28
99.953,-5.085,-1.045,-3.78,-8.448,-38.567,63.931,1.412,-4.589,4.56,2.81,-4.73,225.89
97.861,-5.104,-1.001,-3.947,-9.639,-38.187,62.544,1.457,-4.837,4.724,3.507,-3.874,246.21
95.279,-5.033,-0.967,-3.811,-10.966,-37.476,60.882,1.674,-4.54,5.015,3.495,-2.528,260.31
91.833,-5.189,-0.947,-3.759,-12.485,-37,58.669,1.446,-4.585,5.16,4.067,-1.55,274.36
88.111,-5.251,-1.105,-3.63,-14.022,-36.243,56.095,1.507,-4.305,5.333,4.187,-0.06,281.79
83.953,-5.194,-1.275,-3.559,-15.533,-35.119,53.192,1.257,-5.066,5.445,5.912,1.282,289.09
79.413,-5.363,-1.249,-3.292,-17.398,-33.937,50.059,1.283,-4.253,5.438,5.369,3.18,291.87
74.61,-5.542,-1.519,-3.032,-18.951,-32.597,46.78,0.778,-4.609,5.544,6.63,4.404,290.5
69.646,-5.83,-1.51,-2.448,-20.454,-31.119,42.98,0.91,-4.645,5.48,7.458,6.425,287.57
64.47,-5.989,-1.374,-2.447,-21.994,-29.333,39.501,0.747,-5.335,5.471,9.32,8.113,279.06
59.458,-6.319,-1.559,-2.119,-23.19,-27.741,35.64,0.743,-5.931,5.361,11.153,9.761,268.08
54.823,-6.446,-1.855,-2.174,-24.213,-26.025,32.402,0.898,-6.205,5,12.311,11.594,259.64
50.279,-6.662,-2.028,-1.807,-25.035,-24.235,29.27,0.919,-6.476,4.681,13.384,13.47,243.21
45.991,-6.827,-1.971,-1.642,-25.804,-22.536,26.605,0.601,-6.695,4.387,14.248,14.924,233.5
42.147,-6.918,-1.837,-1.673,-26.044,-21.156,24.261,0.336,-6.904,3.928,15.026,16.159,234.47
38.392,-6.883,-1.638,-1.79,-26.252,-19.712,21.773,0.849,-7.212,3.344,16.099,18.178,233.82
34.902,-6.712,-1.276,-1.898,-26.265,-18.331,19.216,1.173,-7.639,2.895,17.492,19.704,238.59
31.515,-6.459,-1.145,-2.12,-25.818,-16.99,16.784,1.172,-8.044,2.414,18.823,20.88,237.6
28.301,-6.275,-1.25,-2.219,-24.96,-15.803,14.531,0.988,-7.872,1.862,19.259,21.984,230.04
24.776,-6.061,-1.517,-2.016,-23.3,-14.359,11.888,1.138,-7.849,1.324,20.182,24.191,212.06
21.987,-5.787,-2.24,-1.876,-21.564,-13.276,9.619,1.249,-8.354,0.98,21.731,25.924,197.07
19.267,-5.425,-2.866,-1.773,-19.849,-12.188,7.919,1.281,-8.936,0.716,22.841,28.016,180.13
16.44,-5.097,-3.194,-1.766,-18.276,-11.154,6.49,1.186,-9.594,0.631,23.587,30.035,165.26
13.687,-4.745,-3.418,-1.494,-16.984,-10.204,5.22,0.999,-10.184,0.784,23.667,31.854,155.2
11.082,-4.405,-3.404,-1.216,-15.947,-9.335,3.875,0.855,-11.295,1.214,24.608,33.411,147.33
8.62,-4.074,-3.349,-0.934,-14.887,-8.518,2.385,1.186,-11.895,1.428,25.247,35.267,141.98
6.396,-3.813,-3.354,-0.593,-13.775,-7.873,1.108,1.287,-11.935,1.775,25.568,36.539,136.78
4.333,-3.527,-3.509,-0.24,-12.634,-7.281,0.044,1.552,-11.758,1.997,25.325,38.042,133.66
2.31,-3.275,-3.675,0.313,-11.569,-6.752,-0.755,1.655,-11.958,2.44,25.284,39.448,131.77
0.684,-3.113,-3.704,0.733,-10.79,-6.416,-1.221,1.509,-12.32,2.832,25.348,40.281,132.48
-0.806,-2.911,-3.471,0.953,-10.286,-6.051,-1.627,1.571,-12.409,3.223,25.184,41.288,134.96
-2.118,-2.787,-3.288,1.251,-9.828,-5.805,-2.121,1.708,-12.282,3.524,24.891,42.165,140.13
-3.267,-2.621,-3.016,1.314,-9.527,-5.523,-2.62,1.786,-12.448,3.946,25.171,42.78,147.02
-4.201,-2.529,-2.698,1.457,-9.27,-5.365,-2.964,1.886,-12.441,4.238,25.188,43.374,153.25
-4.965,-2.472,-2.38,1.66,-9.084,-5.249,-3.199,2.011,-12.401,4.5,25.244,43.92,158.85
-5.541,-2.419,-2.077,1.71,-9.058,-5.155,-3.334,1.97,-12.493,4.796,25.451,44.163,164.77
-6.007,-2.33,-2.108,1.764,-8.692,-5.033,-3.508,2.024,-12.617,4.933,25.762,44.379,167.29
-6.265,-2.345,-1.903,1.696,-8.815,-5.01,-3.576,1.982,-12.5,5.108,25.603,44.472,171.14
-6.411,-2.363,-1.806,1.799,-8.751,-5.05,-3.628,1.993,-12.51,5.157,25.636,44.547,172.22
-6.518,-2.351,-1.825,1.777,-8.716,-5.012,-3.676,2.072,-12.462,5.134,25.574,44.693,172.59
-6.554,-2.341,-1.816,1.784,-8.715,-5.001,-3.687,2.114,-12.363,5.118,25.391,44.769,171.93
