1,0.451527282117041,-19.1288812323927,-75.8645733136171
2,1.15725990897685,-21.4651766884729,-70.6506077024617
3,2.26182996133383,-23.057348220502,-66.3050933773447
4,3.62868328007944,-22.2747533322063,-63.6220444436768
5,3.93800834564399,-21.4489639466148,-60.083035887177
6,7.28035919961543,-21.4598948229249,-53.5975654906158
7,3.6058763994828,-24.175647054984,-52.5016816376012
8,9.63158414530577,-24.1323331811758,-46.0879614584775
9,10.6157019508812,-23.5751718490635,-41.9226199798609
10,14.0317204578762,-23.2767035870081,-40.5387397850309
11,17.8689763419716,-23.6066977590316,-36.1661499378302
12,18.6855883391775,-24.0042232720621,-29.4957917343522
13,22.9745156152384,-24.8118208863144,-24.2536692920894
14,23.9573508347958,-24.0271786912999,-19.6604835046424
15,25.0278347774079,-27.6557243525937,-18.1585440584551
16,23.0816375003568,-29.9878198599721,-17.5947640333033
17,21.1734411892608,-33.4153901230605,-19.5780584181101
18,18.4668514907823,-37.7399436634335,-22.0189435900867
19,12.0373908464274,-40.2308125172676,-23.5139307030622
20,13.4089552564794,-38.0570618375777,-25.6196646438532
21,10.4505680310234,-31.1179094201858,-34.3946190863202
22,8.34585355454126,-30.8727917691922,-39.4344373537526
23,9.41027484854503,-29.1284309941584,-42.401035449785
24,6.05427732689693,-28.5610591165051,-47.310693090594
25,0.970483551227517,-29.0536026765234,-51.4843496188543
26,-1.65778913848743,-27.9640863970044,-56.670379403083
27,-3.62973295073824,-28.0073216101019,-59.3711124661413
28,-5.80343082413873,-26.2468442253621,-63.6737551049639
29,-7.52537807392835,-27.0860618973333,-69.0371577618887
30,-9.07465903713368,-26.5523010149884,-75.862550352349
31,-10.5790730279156,-27.7616001509138,-84.5368155316149
32,-12.6893766393015,-29.4995971036037,-90.2298782473841
33,-6.83244494549801,-24.974157437191,-89.2092682268559
34,-4.35150646757425,-24.7033862818149,-87.0150442340049
35,-5.05195595702961,-21.3026908268207,-89.063663237072
36,-1.15738006145126,-20.1042605115508,-82.3855946374662
